42100000	42100000	12899.836
42100000	42125000	2076.9636
42125000	42125000	11072.94
42100000	42150000	1264.3281
42125000	42150000	4000.6638
42150000	42150000	11576.467
42100000	42175000	793.6761
42125000	42175000	1571.0061
42150000	42175000	3207.6196
42175000	42175000	12499.323
42100000	42200000	664.4227
42125000	42200000	1035.5573
42150000	42200000	1615.5623
42175000	42200000	3683.8406
42200000	42200000	10868.312
42100000	42225000	523.3314
42125000	42225000	682.3309
42150000	42225000	925.2434
42175000	42225000	1349.9027
42200000	42225000	2861.5718
42225000	42225000	11917.578
42100000	42250000	470.32776
42125000	42250000	628.90625
42150000	42250000	815.7617
42175000	42250000	987.5328
42200000	42250000	1330.4916
42225000	42250000	3976.6284
42250000	42250000	12799.786
42100000	42275000	437.8907
42125000	42275000	623.69183
42150000	42275000	656.28723
42175000	42275000	843.7267
42200000	42275000	936.60614
42225000	42275000	1723.564
42250000	42275000	3491.629
42275000	42275000	11598.389
42100000	42300000	474.53912
42125000	42300000	565.07043
42150000	42300000	593.66486
42175000	42300000	698.3504
42200000	42300000	796.5638
42225000	42300000	1157.5002
42250000	42300000	1711.3074
42275000	42300000	3911.606
42300000	42300000	9899.3
42100000	42325000	407.53326
42125000	42325000	495.04816
42150000	42325000	534.58704
42175000	42325000	623.52356
42200000	42325000	640.9934
42225000	42325000	837.2734
42250000	42325000	1038.6807
42275000	42325000	1506.203
42300000	42325000	3644.9844
42325000	42325000	11283.248
42100000	42350000	355.2025
42125000	42350000	406.04932
42150000	42350000	413.78284
42175000	42350000	497.5313
42200000	42350000	518.21075
42225000	42350000	598.668
42250000	42350000	666.61066
42275000	42350000	922.9008
42300000	42350000	1370.2726
42325000	42350000	2807.0583
42350000	42350000	13171.55
42100000	42375000	322.82242
42125000	42375000	430.20395
42150000	42375000	422.5834
42175000	42375000	427.62473
42200000	42375000	496.3097
42225000	42375000	515.4572
42250000	42375000	629.1295
42275000	42375000	776.1878
42300000	42375000	975.13135
42325000	42375000	1396.5803
42350000	42375000	3232.5525
42375000	42375000	11829.466
42100000	42400000	300.24472
42125000	42400000	366.47363
42150000	42400000	420.16556
42175000	42400000	414.2049
42200000	42400000	504.92227
42225000	42400000	467.59503
42250000	42400000	534.8962
42275000	42400000	634.2363
42300000	42400000	784.9613
42325000	42400000	949.00604
42350000	42400000	1535.9681
42375000	42400000	3899.342
42400000	42400000	10590.456
42100000	42425000	333.31357
42125000	42425000	393.65088
42150000	42425000	351.23117
42175000	42425000	394.90875
42200000	42425000	455.0219
42225000	42425000	460.46408
42250000	42425000	506.66595
42275000	42425000	601.3511
42300000	42425000	679.2933
42325000	42425000	809.61755
42350000	42425000	1012.30817
42375000	42425000	1541.2177
42400000	42425000	3403.7107
42425000	42425000	11023.524
42100000	42450000	279.25638
42125000	42450000	364.12268
42150000	42450000	352.06653
42175000	42450000	357.94278
42200000	42450000	446.34213
42225000	42450000	430.13672
42250000	42450000	434.67047
42275000	42450000	505.66516
42300000	42450000	538.08154
42325000	42450000	631.76416
42350000	42450000	722.693
42375000	42450000	982.4712
42400000	42450000	1419.4739
42425000	42450000	3068.8584
42450000	42450000	12083.592
42100000	42475000	277.68784
42125000	42475000	346.2938
42150000	42475000	311.91867
42175000	42475000	316.79303
42200000	42475000	373.7184
42225000	42475000	357.6685
42250000	42475000	360.55505
42275000	42475000	436.4743
42300000	42475000	486.84167
42325000	42475000	501.245
42350000	42475000	529.22644
42375000	42475000	700.41205
42400000	42475000	932.085
42425000	42475000	1242.3069
42450000	42475000	3754.5366
42475000	42475000	12750.157
42100000	42500000	289.55383
42125000	42500000	274.29727
42150000	42500000	291.32452
42175000	42500000	300.15405
42200000	42500000	358.02884
42225000	42500000	371.32108
42250000	42500000	340.79303
42275000	42500000	351.78455
42300000	42500000	419.6552
42325000	42500000	438.88568
42350000	42500000	501.23215
42375000	42500000	608.66547
42400000	42500000	675.11224
42425000	42500000	894.10034
42450000	42500000	1267.6885
42475000	42500000	2949.6272
42500000	42500000	11405.901
42100000	42525000	225.7136
42125000	42525000	248.80258
42150000	42525000	225.45676
42175000	42525000	242.61066
42200000	42525000	281.66306
42225000	42525000	301.46796
42250000	42525000	308.38614
42275000	42525000	308.24728
42300000	42525000	324.1335
42325000	42525000	353.1183
42350000	42525000	409.76608
42375000	42525000	415.93893
42400000	42525000	516.2825
42425000	42525000	552.2427
42450000	42525000	758.79407
42475000	42525000	985.88684
42500000	42525000	2897.513
42525000	42525000	9505.445
42100000	42550000	193.0823
42125000	42550000	197.30426
42150000	42550000	252.5451
42175000	42550000	223.00903
42200000	42550000	216.50269
42225000	42550000	250.92729
42250000	42550000	234.30257
42275000	42550000	251.86697
42300000	42550000	282.23584
42325000	42550000	275.14594
42350000	42550000	311.47253
42375000	42550000	323.33755
42400000	42550000	296.26865
42425000	42550000	459.1944
42450000	42550000	560.0721
42475000	42550000	647.5887
42500000	42550000	1004.3656
42525000	42550000	2887.014
42550000	42550000	11374.856
42100000	42575000	180.9017
42125000	42575000	189.53099
42150000	42575000	203.1438
42175000	42575000	196.33519
42200000	42575000	208.01404
42225000	42575000	189.37227
42250000	42575000	253.65858
42275000	42575000	253.38486
42300000	42575000	259.54532
42325000	42575000	268.9159
42350000	42575000	267.71686
42375000	42575000	287.926
42400000	42575000	365.2915
42425000	42575000	385.7429
42450000	42575000	437.91248
42475000	42575000	562.3929
42500000	42575000	769.27277
42525000	42575000	1334.4283
42550000	42575000	4418.9883
42575000	42575000	12216.511
42100000	42600000	204.1531
42125000	42600000	201.18575
42150000	42600000	196.98679
42175000	42600000	227.27155
42200000	42600000	223.79312
42225000	42600000	208.4789
42250000	42600000	212.20297
42275000	42600000	261.6982
42300000	42600000	265.1443
42325000	42600000	256.9626
42350000	42600000	288.90222
42375000	42600000	251.96889
42400000	42600000	371.92203
42425000	42600000	321.45053
42450000	42600000	431.3386
42475000	42600000	490.64294
42500000	42600000	704.57983
42525000	42600000	946.1284
42550000	42600000	1799.6902
42575000	42600000	4020.4353
42600000	42600000	10462.122
42100000	42625000	181.69682
42125000	42625000	226.91504
42150000	42625000	192.13156
42175000	42625000	218.0384
42200000	42625000	215.30423
42225000	42625000	226.27496
42250000	42625000	222.87152
42275000	42625000	227.96906
42300000	42625000	233.03543
42325000	42625000	209.37779
42350000	42625000	235.10837
42375000	42625000	286.7757
42400000	42625000	307.08054
42425000	42625000	321.05228
42450000	42625000	352.4987
42475000	42625000	409.2103
42500000	42625000	511.0601
42525000	42625000	685.9413
42550000	42625000	1119.4459
42575000	42625000	1634.9055
